"site_code","longitude","latitude","cluster","Branching.Acropora","Encrusting.corals","Foliose.Plate.corals","Massive.corals","Montipora.Encrusting","Porites.Massive","Acropora.muricata","Acropora.Staghorn","Bottlebrush.Acropora.corals","Coral.Species","Corymbose.Acropora.corals","Hydrocoral","Pavona.varians","Pocillopora.damicornis","Stony.corals","Stylophora.pistillata","Goniastrea.retiformis","Lobophyllia.hemprichii","Montipora.hispida","Acropora.microphthalma","Branching.corals","Digitate.corals","Leptastrea.Submassive","Pocillopora.verrucosa","Porites.Hemispherical","Sub.massive.corals","Tabular.Acropora.corals","Acropora.elseyi","Astreopora.myriophthalma","Millepora.exaesa","Montipora.Submassive","Montipora.grisea","Porites.rus","Acropora.longicyathus","Large.polyp.stony.corals..free.living.","Porites.cylindrica","Fungia","Acropora.cerealis","Cyphastrea.Encrusting","Montipora.tuberculosa","Merulina.ampliata","Diploastrea.heliopora","Isopora.brueggemanni","Montipora.aequituberculata","Seriatopora.hystrix","Turbinaria.mesenterina","Acropora.hyacinthus","Acropora.tenuis","Acropora.spicifera","Cyphastrea.Submassive","Echinopora.lamellosa","Echinopora.ashmorensis","Columnar.corals","Galaxea.astreata","Porites.annae","Porites.lichen","Isopora.palifera","Organ.pipe.coral..Tubipora.","Acropora.digitifera","Acropora.seriata","Goniastrea.edwardsi","Goniastrea.pectinata","Seriatopora.caliendrum","Acropora.nasuta","Leptoria.phrygia","Acropora.cytherea","Acropora.glauca","Acropora","Acropora.abrotanoides","Acropora.valenciennesi","Montipora.crassituberculata","Montipora.spongodes","Favia.stelligera","Acropora.humilis","Ahermatypic.corals","Acropora.loripes","Isopora.cuneata","Isopora.Encrusting","Acropora.globiceps","Turbinaria.reniformis","Acropora.vaughani","Alveopora.spongiosa","Pavona.explanulata","Heliopora.coerulea..blue.coral.","Pavona.venosa","Acropora.abrolhosensis","Pachyseris.rugosa","Branching.Pocillopora","Astreopora.Solid.plates","Acropora.pulchra","Alveopora.catalai","Porites.monticulosa","Echinopora","Acropora.grandis","Echinopora.pacificus","Pavona.cactus","Acanthastrea.hillae","Acropora.horrida"
"CS50",153.57968,-21.91736,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS51",153.58669,-21.91631,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS52",155.7542,-21.25707,1,2.884615385,5.76923077,0,0,0,0,0,0,0,0,1.923076923,0.961538462,0,0,0,0.961538462,0,0,0,0,0,0,0,0,0,1.923076924,0.961538462,0,0,0,0,1.923076923,0,0.961538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS54",155.75829,-21.25066,1,0.5,8,2,0.5,0,0,0,0,0,0,1.5,2.5,1,0,2,1,0,0,0,0,0.5,0,1,0,0,0,0,0,0,3.5,0,0,3,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS55",155.76086,-21.2535,1,0,0.5,0,0,1.5,0.5,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS56",155.76361,-21.248,1,0,0,0,1.020408163,0,0,0,0,0,0,0.5102040815,0,0,0,0,0.5102040815,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0.505050505,0,0.505050505,0,0,0,0,0,0,0,0,0,0,0,0,1.530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5102040815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS57",155.76497,-21.24541,1,0,0,0,0,1,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS58",155.76575,-21.19993,1,0,3,0,0,0.5,0,0,0,0,0,0,1.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS6",152.34184,-19.25796,2,0,0,0,0,0,0,0,0,0,7.0624034885,0,0,0,0,0,0,0,0,82.06013262,0,0,0,0,0.9174311925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS60",155.77281,-21.20282,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS61",155.76982,-21.20865,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS63",154.3944,-21.0003,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS64",154.39374,-20.99787,2,0,2.5,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS65",154.39197,-21.0065,2,0,1,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS7",152.38809,-19.1254,2,0,0,0,0,0.387596899,0,0,0,0,1.1283376395,0.387596899,0,0,0,0,0,0,0,0,0,0,0,0,1.1283376395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387596899,0,0,0,0,0,0,0,0,0,0.387596899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS72",154.37269,-21.02036,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS73",154.39572,-20.93697,2,0.5,1.5,0,0,4.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,1.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS74",154.39723,-20.93624,2,2.5,2,0.5,0,1.5,0.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS8",152.38714,-19.09532,2,0,0,0,0,0.4545454545,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0,0.4545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CS9",149.20002,-16.92194,2,0,1,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR146",148.92328,-20.06494,3,0,1.5,0.5,1.5,0,0.5,0,3.5,2,0,2.5,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR148",148.88061,-20.04033,3,1,3,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR16",151.77309,-23.24659,3,0.5,3.5,2,0.5,1,5,1.5,1,0,0,1,0,0,0,0,1,0,0.5,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,6.5,0,0,0,0.5,0,0.5,1.5,0,0,0,0.5,1.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR160",147.7231,-18.66173,3,0,0,0,1,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR161",147.70284,-18.66084,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR17",151.77568,-23.24371,3,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR2",152.41618,-23.89878,4,0,2,0,0.5,0,0.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0.5,0,1,0,0,2,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR213",145.99349,-16.52825,3,1.020408163,2.040816326,3.06122449,2.040816326,10.204081632,2.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR217",145.8291,-15.9758,3,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR218",145.81968,-15.96846,3,4.04040404,1.01010101,0,0,4.04040404,15.15151515,5.050505051,0,4.04040404,1.01010101,1.01010101,2.02020202,1.01010101,3.03030303,1.01010101,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR223",145.46565,-14.68717,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR224",145.44327,-14.68708,3,0,0,0,2,0,6,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR228",145.45076,-14.65706,3,0.25,0.25,0.75,0.75,0,1.75,0,0.5,0,0,0.5,0,0,0,0,0,0.25,0.25,1,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR231",145.44851,-14.65101,3,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR232",145.45386,-14.6461,3,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,1,0.5,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR234",145.45471,-14.64524,3,1,3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR237",143.37201,-12.40092,5,0.5,1,0,0.5,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0.5,0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR24",149.13292,-19.81261,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR243",151.75731,-23.53652,4,0,0.5,1,2.5,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR248",151.7747,-23.49835,3,0,1.5,0,4.5,3,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"GBR25",149.13617,-19.81349,3,0,2,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR250",151.94545,-23.25245,4,1,0,0,0.5,0.5,0,0,0,0,0,11,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,9.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR253",150.93748,-23.1957,3,1.01010101,0,0,0,0,0,8.080808081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR255",150.9803,-23.18769,3,0,0,1,2,0,0,9.5,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR257",151.91543,-23.1778,3,0.5,1.5,0,0.5,1.5,0,0,0,0,0,17,0,0.5,0,0,2,0,0,0.5,0,0,2,0,0,0,0.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,1,0,0,0,0,0,0,0,0,2.5,0.5,0,0,0,0,2,3,0,10,0,0.5,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR265",152.5451,-22.37484,3,0,0.5,0,2,0.5,1.5,1.5,0,0,0,5,0,1.5,0,0,0.5,0,0,0,0,0.5,0.5,0,2.5,0,1.5,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR3",152.39361,-23.89929,4,5.5,0.5,0,0,1,0,12.5,10.5,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,2,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR39",145.6632,-14.66452,3,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR41",144.50067,-13.97733,3,0.5102040815,1.020408163,0.5102040815,0,4.591836735,3.5714285715,0,0,0,0,3.5714285715,0,0,0.5102040815,0,1.530612245,0,0,0,0,0.5102040815,0,0,0,0,1.020408163,0,0,0,0,0,0.5102040815,0,0,0,0,0,0,0.5102040815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0204081635,0,0,0,0,0.5102040815,1.0204081635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5102040815,0,0,0,0
"GBR45",143.40371,-12.28595,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR46",143.41092,-12.28241,5,0,1,0,1,0.5,1,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,11,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
