site_code,pre_post,longitude,latitude,cluster,site_name,Acanthastrea.Submassive,Acropora.Arborescent.table,Acropora.Bottlebrush,Acropora.Branching,Acropora.Corymbose,Acropora.Digitate,Acropora.Staghorn,Acropora.Tabular,Alveopora.Branching,Alveopora.Submassive,Anacropora,Astrea,Astreopora.Encrusting,Astreopora.Hemispherical,Astreopora.Solid.plates,Astreopora.Submassive,Coeloseris,Coral.Branching,Coral.Columnar,Coral.Digitate,Coral.Encrusting,Coral.Foliose.Plate,Coral.massive,Coral.Submassive,Corals,Coscinaraea.Submassive,Ctenactis,Cycloseris,Cynarina,Cyphastrea.Encrusting,Cyphastrea.Hemispherical,Cyphastrea.Submassive,Diploastrea,Echinophyllia.Encrusting,Echinopora.branching,Echinopora.Branching,Echinopora.Encrusting,Echinopora.Plating,Echinopora.Submassive,Euphyllia,Favia.Hemispherical,Favia.Submassive,Favites.Encrusting,Favites.Hemispherical,Favites.Submassive,Fungia,Galaxea.Branching,Galaxea.Submassive,Gardineroseris,Goniastrea.Hemispherical,Goniastrea.Submassive,Goniopora,Goniopora.Columnar.or.digitate,Goniopora.Encrusting,Goniopora.Hemispherical,Goniopora.Submassive,Halomitra,Heliofungia,Heliopora,Herpolitha,Hydnophora.Branching,Hydnophora.Encrusting,Hydnophora.Submassive,Isopora.Branching,Isopora.Columnar.or.digitate,Isopora.Encrusting,Isopora.Submassive,Leptastrea.Encrusting,Leptastrea.Submassive,Leptoria,Leptoseris.Encrusting,Lobophyllia.Hemispherical,Lobophyllia.Submassive,Merulina.Submassive,Millepora.Branching,Millepora.Submassive,Montipora.Branching,Montipora.Encrusting,Montipora.Foliose.plate,Montipora.Submassive,Moseleya,Mycedium.Foliose.Plate,Oulophyllia.Hemispherical,Oxypora.Encrusting.plate,Pachyseris,Pachyseris.Encrusting,Pachyseris.Foliose,Pachyseris.Submassive,Pavona.Branching,Pavona.Encrusting.plate,Pavona.Submassive,Pectinia.Branching,Pectinia.Encrusting,Phymastrea.Submassive,Physogyra,Platygyra.Hemispherical,Platygyra.Submassive,Plesiastrea,Pocillopora.Branching,Podabacia,Porites.Branching,Porites.Encrusting,Porites.Foliose.plate,Porites.Massive,Porites.Submassive,Psammocora.Branching,Psammocora.Encrusting,Psammocora.Submassive,Sandalolitha,Seriatopora,Stony.corals,Stylocoeniella,Stylophora,Symphyllia.Hemispherical,Symphyllia.Submassive,Tubastrea,Tubipora,Turbinaria.Encrusting,Turbinaria.Foliose.plates
NWS59,Pre,118.9668,-17.54732,6,Imperieuse lagoon bommie,0,0,0,0,1.95,0,4.8,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2.9,0,0,0,0,0,0,0,0,0,2.45,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS6,Pre,123.38116,-11.97448,6,Hibernia Lagoon SE2,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS60,Pre,118.96884,-17.54749,6,Imperieuse 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,2.15,0,0,0,0,0,0,0,0,0,0,0.55,0,0,4.1,0.55,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,1.6,0.55,0,4.35,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS61,Pre,118.9724,-17.5582,6,Imperieuse edge RS3-3,0,0,0,0.5,3.45,0.95,0,3.8,0,0,0,0,0.5,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.95,4.35,0.5,0,0.5,0,0,0,0,0.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3.35,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0.5,0,0,0,0,1.95,0,0,0.5,0,7.7,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
NWS62,Pre,118.96635,-17.50713,7,Imperieuse anchorage,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0.9,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0.9,0,0,0,4.6,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,3.6,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0
NWS63,Pre,118.96276,-17.50218,6,Imperieuse north,0,0.5,0,0.5,7.25,2.9,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.95,1.95,0,0,0.5,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,1.9,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,2.4,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
NWS64,Pre,118.94214,-17.56045,6,Imperieuse north lagoon,0,0,0.5,2.95,0.5,0,32.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,1.45,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
NWS66,Pre,119.6539,-17.0764,7,Mermaid anchorage dropoff 1.3,0,0,0,0,3.95,0,0,1.9,0,0,0,0,0.5,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,1.5,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,5.55,0,0,0,0,4.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
NWS67,Pre,119.6455,-17.07374,6,Mermaid anchorage bommie,0,0.5,0,0,1.5,1,1,3.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.5,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS68,Pre,119.64696,-17.06263,7,Mermaid S channel entrance,2.55,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2.55,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0.5,0,1.5,0,0,2,0,0,0,0,0,0,0,4.55,0,0,1.5,0,14.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS69,Pre,119.6494,-17.0658,7,Mermaid anchorage dropoff 1.1,0,0,0,0,1.4,0,0,0.45,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0.95,1.4,0,0,0,0,0.5,0,0,0,6.8,0,0,0,0,0,0,0,0.45,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.5,0,1,0,0.9,0,5.3,0,0.9,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,3.35,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS7,Pre,123.3586,-11.9671,5,Big Fish Gulch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NWS71,Pre,119.6311,-17.15365,6,Mermaid S bommie,0,0.95,0,0,0,0,16.4,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
NWS72,Pre,119.64617,-17.0754,7,Mermaid Reef Lagoon Dragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS73,Pre,119.64167,-17.06644,6,Mermaid channel mid bank,0,0,0,1.45,1.05,1.1,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.55,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0.55,0,1.05,1.05,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,1.9,0,1.05,0,4.1,0,0,0,0,0,0,0,0,0,1.45,0,0,2.15,0,0,0,0,0,0,0,0.55,0,1.1,0,0,11.1,4.75,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0
NWS74,Pre,119.64367,-17.06983,6,Mermaid Lagoon Reef Dragon Escape,0,0.5,0,0,2.55,1.55,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0.5,0,0.5,0,2.05,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,2.05,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS75,Pre,119.6148,-17.08687,6,Mermaid west lagoon,0,1.3,0,0,0.9,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.35,0,0,0,0,0.35,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.35,0,0.45,0,0,0,0,0,0,0,0
NWS76,Pre,119.63474,-17.11469,6,Mermaid central bommie,0,0.45,0,0,0.45,0,1.4,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS77,Pre,119.64815,-17.06202,7,Mermaid Reef Cod Hole,0,0,0,3.1,3.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,4.1,0,0,0,0,0,0,0,1,4.1,0,0,0,6.1,0,0,0,0,0,0,0,1,0,0,0,0,2,9.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
NWS78,Pre,119.64027,-17.0666,6,Mermaid channel bommies,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,9.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS79,Pre,119.6533,-17.0721,7,Mermaid dropoff 1.2,0,0,0,0,1.5,3.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,0.5,2.5,0,0,0,0.5,0,0,0,0,4.5,0,0,0.5,0,0,0.5,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,3.5,0,8.95,0,0.5,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
NWS8,Pre,123.36079,-11.97908,5,Hibernia Lagoon South,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.45,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0,0,4.6,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0
NWS80,Pre,119.65518,-17.08181,7,Mermaid Reef No Pygmy,0,0,0,0.5,2.8,1.55,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0.45,0,0,0,2,0,0,0,0,0,0,0,3.05,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0.95,0,0,0.45,0,0,0.5,0,2.5,0,5.85,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,3.9,0,0.45,0,0,3.9,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS81,Pre,119.61792,-17.02767,7,Mermaid North M1,0,1,0,0,4.5,3.5,0,13.95,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0.5,0,0,0,4.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0.5,0,0,0,0,0,0,0,0.5,0,0,1.5,0,0,0,0,0.5,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS82,Pre,119.5962,-17.0762,6,Mermaid west dropoff M4,0,0,0,0,3.9,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,6.95,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS83,Pre,119.35201,-17.24607,7,Clerke North C1B,0,1,0,1.5,13,4,0.5,9,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.5,0,0,0,0,0,0,0,1.5,0,2.5,0,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
NWS84,Pre,119.34713,-17.24612,7,Clerke North Point,0,0,0,0,6.5,10.95,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,3.5,0,3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS86,Pre,119.35929,-17.2909,6,Clerke anchorage dropoff 2.1,0,0,0,1.45,4.5,1,0,2.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.45,3.4,0,0,0,0,0.5,0,0,0.5,0.95,0,0,1.5,0,0,0,0,0.5,2.95,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,5.4,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,2,0,0,0,0,1.5,6.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NWS87,Pre,119.3769,-17.2843,6,Clerke Anchorage Dropoff 2.2,0,0,0,0,2.3,5.7,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,2.3,2.3,0,0,0,0,0,0,0,2.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,12.6,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,6.8,0,0,0,0,3.4,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS88,Pre,119.3775,-17.288,6,Clerke anchorage dropoff 2.3,0,0,0,0,6.35,1,0.5,2.9,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.5,0,2,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.95,4.4,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0.5,0,0,0,0,2,0,0.5,0,0.5,0,1.95,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,6.85,0,0,0,0,0,0,0,1.5,0,0,0.5,0,0,5.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
NWS89,Pre,119.36037,-17.25302,7,Blue lagoon,0,0,0,0,3.5,0.5,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,5,0,6,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,4.55,0,0,0,0,12.55,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS9,Pre,123.3356,-11.9685,7,Spur and Groove Reef,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS90,Pre,119.3724,-17.28632,6,Clerke Reef Snorkelling Paradise,0,0,0,2,2.9,1,17.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS91,Pre,119.37301,-17.28312,6,Clerke NE C14,0,0.5,0.5,0.5,4.6,1.5,12.3,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,9.4,1.5,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0.5,0,0,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS92,Pre,119.37053,-17.28321,7,Clerke Reef Aquarium,0,0,2.45,0.5,1.45,0,1.45,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,1.9,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,14.5,0,0,0,2.9,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0
NWS93,Pre,119.3423,-17.29772,6,Clerke west lagoon C26,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS94,Pre,119.3675,-17.31065,6,Clerke west C12,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0
NWS95,Pre,119.3675,-17.31065,6,Clerke lagoon bommie C13,0,0,6.65,0.5,1.5,0,4.6,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS96,Pre,119.3605,-17.31882,6,South Lagoon bommie C21,0,0,0,1.15,1.55,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,1.15,0,0.5,0,0,0.4,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS97,Pre,119.3675,-17.3155,6,Clerke south lagoon C25,0,0,0.35,1.8,0,0,16.9,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS98,Pre,119.37064,-17.30694,6,Clerke lagoon east C20,0,0,2.05,2.05,1,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2.6,0,1.05,0,0,0,0,0,0,1.05,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS99,Pre,119.35929,-17.2909,6,Clerke lagoon NW bommie C29,0,0,1,0.5,5.5,0,7,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0.5,0,4,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2.5,0,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0
WA83,Pre,123.05123,-16.43598,5,Bardi Hole  Cape Leveque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0.5,0,0,0,1.9,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA86,Pre,123.0338,-16.41926,5,Gundanin Headland,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,3.85,0,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0.95,0,0,4.3,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
WA87,Pre,123.03509,-16.39654,7,One tree reef S,0,0,0,0,1.3,0,0,1.75,0,0,0,0.85,0,0,0,0,0,0,0,0,1.35,0.45,0,1.3,0,0,0,0,0,0.9,0,0,0,0.45,0,0,0,2.6,0,0,0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.9,0.45,0,0,0,0,0.45,0,0,0,0,0,0.45,0,3.05,0,1.35,2.25,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0.45,0,0