site_code,site_name,survey_dat,latitude,longitude,year,impacted_hours
NWS99,Clerke lagoon NW bommie C29,4/10/2013 0:00,-17.2909,119.35929,2017,15
NWS65,Mermaid south M7,25/09/2013 0:00,-17.13371,119.6339,2013,128
NWS65,Mermaid south M7,25/09/2013 0:00,-17.13371,119.6339,2016,10
NWS65,Mermaid south M7,25/09/2013 0:00,-17.13371,119.6339,2017,12
NWS66,Mermaid anchorage dropoff 1.3,25/09/2013 0:00,-17.0764,119.6539,2013,124
NWS66,Mermaid anchorage dropoff 1.3,25/09/2013 0:00,-17.0764,119.6539,2016,10
NWS66,Mermaid anchorage dropoff 1.3,25/09/2013 0:00,-17.0764,119.6539,2017,13
NWS67,Mermaid anchorage bommie,26/09/2013 0:00,-17.07374,119.6455,2013,122
NWS67,Mermaid anchorage bommie,26/09/2013 0:00,-17.07374,119.6455,2016,10
NWS67,Mermaid anchorage bommie,26/09/2013 0:00,-17.07374,119.6455,2017,13
NWS68,Mermaid S channel entrance,26/09/2013 0:00,-17.06263,119.64696000000001,2013,116
NWS68,Mermaid S channel entrance,26/09/2013 0:00,-17.06263,119.64696000000001,2016,10
NWS68,Mermaid S channel entrance,26/09/2013 0:00,-17.06263,119.64696000000001,2017,12
NWS69,Mermaid anchorage dropoff 1.1,27/09/2013 0:00,-17.0658,119.6494,2013,120
NWS69,Mermaid anchorage dropoff 1.1,27/09/2013 0:00,-17.0658,119.6494,2016,10
NWS69,Mermaid anchorage dropoff 1.1,27/09/2013 0:00,-17.0658,119.6494,2017,13
NWS70,Mermaid SW bommie M11,27/09/2013 0:00,-17.1641,119.6277,2013,126
NWS70,Mermaid SW bommie M11,27/09/2013 0:00,-17.1641,119.6277,2016,11
NWS70,Mermaid SW bommie M11,27/09/2013 0:00,-17.1641,119.6277,2017,14
NWS71,Mermaid S bommie,27/09/2013 0:00,-17.15365,119.6311,2013,128
NWS71,Mermaid S bommie,27/09/2013 0:00,-17.15365,119.6311,2016,10
NWS71,Mermaid S bommie,27/09/2013 0:00,-17.15365,119.6311,2017,12
NWS72,Mermaid Reef Lagoon Dragon,27/09/2013 0:00,-17.0754,119.64617,2013,124
NWS72,Mermaid Reef Lagoon Dragon,27/09/2013 0:00,-17.0754,119.64617,2016,10
NWS72,Mermaid Reef Lagoon Dragon,27/09/2013 0:00,-17.0754,119.64617,2017,13
NWS73,Mermaid channel mid bank,28/09/2013 0:00,-17.06644,119.64167,2013,122
NWS73,Mermaid channel mid bank,28/09/2013 0:00,-17.06644,119.64167,2016,10
NWS73,Mermaid channel mid bank,28/09/2013 0:00,-17.06644,119.64167,2017,13
NWS74,Mermaid Lagoon Reef Dragon Escape,28/09/2013 0:00,-17.06983,119.64367,2013,122
NWS74,Mermaid Lagoon Reef Dragon Escape,28/09/2013 0:00,-17.06983,119.64367,2016,10
NWS74,Mermaid Lagoon Reef Dragon Escape,28/09/2013 0:00,-17.06983,119.64367,2017,13
NWS75,Mermaid west lagoon,28/09/2013 0:00,-17.08687,119.6148,2013,124
NWS75,Mermaid west lagoon,28/09/2013 0:00,-17.08687,119.6148,2016,10
NWS75,Mermaid west lagoon,28/09/2013 0:00,-17.08687,119.6148,2017,14
NWS76,Mermaid central bommie,28/09/2013 0:00,-17.11469,119.63474,2013,126
NWS76,Mermaid central bommie,28/09/2013 0:00,-17.11469,119.63474,2016,10
NWS76,Mermaid central bommie,28/09/2013 0:00,-17.11469,119.63474,2017,13
NWS77,Mermaid Reef Cod Hole,29/09/2013 0:00,-17.06202,119.64815,2013,116
NWS77,Mermaid Reef Cod Hole,29/09/2013 0:00,-17.06202,119.64815,2016,10
NWS77,Mermaid Reef Cod Hole,29/09/2013 0:00,-17.06202,119.64815,2017,12
NWS78,Mermaid channel bommies,29/09/2013 0:00,-17.0666,119.64027,2013,122
NWS78,Mermaid channel bommies,29/09/2013 0:00,-17.0666,119.64027,2016,10
NWS78,Mermaid channel bommies,29/09/2013 0:00,-17.0666,119.64027,2017,13
NWS79,Mermaid dropoff 1.2,29/09/2013 0:00,-17.0721,119.6533,2013,122
NWS79,Mermaid dropoff 1.2,29/09/2013 0:00,-17.0721,119.6533,2016,10
NWS79,Mermaid dropoff 1.2,29/09/2013 0:00,-17.0721,119.6533,2017,13
NWS80,Mermaid Reef No Pygmy,29/09/2013 0:00,-17.08181,119.65518,2013,124
NWS80,Mermaid Reef No Pygmy,29/09/2013 0:00,-17.08181,119.65518,2016,10
NWS80,Mermaid Reef No Pygmy,29/09/2013 0:00,-17.08181,119.65518,2017,13
NWS81,Mermaid North M1,30/09/2013 0:00,-17.02767,119.61792,2013,116
NWS81,Mermaid North M1,30/09/2013 0:00,-17.02767,119.61792,2016,9
NWS81,Mermaid North M1,30/09/2013 0:00,-17.02767,119.61792,2017,13
NWS82,Mermaid west dropoff M4,30/09/2013 0:00,-17.0762,119.5962,2013,124
NWS82,Mermaid west dropoff M4,30/09/2013 0:00,-17.0762,119.5962,2016,10
NWS82,Mermaid west dropoff M4,30/09/2013 0:00,-17.0762,119.5962,2017,13
NWS83,Clerke North C1B,1/10/2013 0:00,-17.24607,119.35201,2013,142
NWS83,Clerke North C1B,1/10/2013 0:00,-17.24607,119.35201,2016,12
NWS83,Clerke North C1B,1/10/2013 0:00,-17.24607,119.35201,2017,14
NWS84,Clerke North Point,1/10/2013 0:00,-17.24612,119.34713,2013,142
NWS84,Clerke North Point,1/10/2013 0:00,-17.24612,119.34713,2016,12
NWS84,Clerke North Point,1/10/2013 0:00,-17.24612,119.34713,2017,14
NWS85,Clerke Reef - Far too early,1/10/2013 0:00,-17.24607,119.35201,2013,142
NWS85,Clerke Reef - Far too early,1/10/2013 0:00,-17.24607,119.35201,2016,12
NWS85,Clerke Reef - Far too early,1/10/2013 0:00,-17.24607,119.35201,2017,14
NWS65,Mermaid south M7,25/09/2013 0:00,-17.13371,119.6339,2013,128
NWS65,Mermaid south M7,25/09/2013 0:00,-17.13371,119.6339,2016,10
NWS65,Mermaid south M7,25/09/2013 0:00,-17.13371,119.6339,2017,12
NWS66,Mermaid anchorage dropoff 1.3,25/09/2013 0:00,-17.0764,119.6539,2013,124
NWS66,Mermaid anchorage dropoff 1.3,25/09/2013 0:00,-17.0764,119.6539,2016,10
NWS66,Mermaid anchorage dropoff 1.3,25/09/2013 0:00,-17.0764,119.6539,2017,13
NWS67,Mermaid anchorage bommie,26/09/2013 0:00,-17.07374,119.6455,2013,122
NWS67,Mermaid anchorage bommie,26/09/2013 0:00,-17.07374,119.6455,2016,10
NWS67,Mermaid anchorage bommie,26/09/2013 0:00,-17.07374,119.6455,2017,13
NWS68,Mermaid S channel entrance,26/09/2013 0:00,-17.06263,119.64696000000001,2013,116
NWS68,Mermaid S channel entrance,26/09/2013 0:00,-17.06263,119.64696000000001,2016,10
NWS68,Mermaid S channel entrance,26/09/2013 0:00,-17.06263,119.64696000000001,2017,12
NWS69,Mermaid anchorage dropoff 1.1,27/09/2013 0:00,-17.0658,119.6494,2013,120
NWS69,Mermaid anchorage dropoff 1.1,27/09/2013 0:00,-17.0658,119.6494,2016,10
NWS69,Mermaid anchorage dropoff 1.1,27/09/2013 0:00,-17.0658,119.6494,2017,13
NWS70,Mermaid SW bommie M11,27/09/2013 0:00,-17.1641,119.6277,2013,126
NWS70,Mermaid SW bommie M11,27/09/2013 0:00,-17.1641,119.6277,2016,11
NWS70,Mermaid SW bommie M11,27/09/2013 0:00,-17.1641,119.6277,2017,14
NWS71,Mermaid S bommie,27/09/2013 0:00,-17.15365,119.6311,2013,128
NWS71,Mermaid S bommie,27/09/2013 0:00,-17.15365,119.6311,2016,10
NWS71,Mermaid S bommie,27/09/2013 0:00,-17.15365,119.6311,2017,12
NWS72,Mermaid Reef Lagoon Dragon,27/09/2013 0:00,-17.0754,119.64617,2013,124
NWS72,Mermaid Reef Lagoon Dragon,27/09/2013 0:00,-17.0754,119.64617,2016,10
NWS72,Mermaid Reef Lagoon Dragon,27/09/2013 0:00,-17.0754,119.64617,2017,13
NWS73,Mermaid channel mid bank,28/09/2013 0:00,-17.06644,119.64167,2013,122
NWS73,Mermaid channel mid bank,28/09/2013 0:00,-17.06644,119.64167,2016,10
NWS73,Mermaid channel mid bank,28/09/2013 0:00,-17.06644,119.64167,2017,13
NWS74,Mermaid Lagoon Reef Dragon Escape,28/09/2013 0:00,-17.06983,119.64367,2013,122
NWS74,Mermaid Lagoon Reef Dragon Escape,28/09/2013 0:00,-17.06983,119.64367,2016,10
NWS74,Mermaid Lagoon Reef Dragon Escape,28/09/2013 0:00,-17.06983,119.64367,2017,13
NWS75,Mermaid west lagoon,28/09/2013 0:00,-17.08687,119.6148,2013,124
NWS75,Mermaid west lagoon,28/09/2013 0:00,-17.08687,119.6148,2016,10
NWS75,Mermaid west lagoon,28/09/2013 0:00,-17.08687,119.6148,2017,14
NWS76,Mermaid central bommie,28/09/2013 0:00,-17.11469,119.63474,2013,126
NWS76,Mermaid central bommie,28/09/2013 0:00,-17.11469,119.63474,2016,10
NWS76,Mermaid central bommie,28/09/2013 0:00,-17.11469,119.63474,2017,13
NWS77,Mermaid Reef Cod Hole,29/09/2013 0:00,-17.06202,119.64815,2013,116
NWS77,Mermaid Reef Cod Hole,29/09/2013 0:00,-17.06202,119.64815,2016,10
NWS77,Mermaid Reef Cod Hole,29/09/2013 0:00,-17.06202,119.64815,2017,12
NWS78,Mermaid channel bommies,29/09/2013 0:00,-17.0666,119.64027,2013,122
NWS78,Mermaid channel bommies,29/09/2013 0:00,-17.0666,119.64027,2016,10
NWS78,Mermaid channel bommies,29/09/2013 0:00,-17.0666,119.64027,2017,13
NWS79,Mermaid dropoff 1.2,29/09/2013 0:00,-17.0721,119.6533,2013,122
NWS79,Mermaid dropoff 1.2,29/09/2013 0:00,-17.0721,119.6533,2016,10
NWS79,Mermaid dropoff 1.2,29/09/2013 0:00,-17.0721,119.6533,2017,13
NWS80,Mermaid Reef No Pygmy,29/09/2013 0:00,-17.08181,119.65518,2013,124
NWS80,Mermaid Reef No Pygmy,29/09/2013 0:00,-17.08181,119.65518,2016,10
NWS80,Mermaid Reef No Pygmy,29/09/2013 0:00,-17.08181,119.65518,2017,13
NWS81,Mermaid North M1,30/09/2013 0:00,-17.02767,119.61792,2013,116
NWS81,Mermaid North M1,30/09/2013 0:00,-17.02767,119.61792,2016,9
NWS81,Mermaid North M1,30/09/2013 0:00,-17.02767,119.61792,2017,13
NWS82,Mermaid west dropoff M4,30/09/2013 0:00,-17.0762,119.5962,2013,124
NWS82,Mermaid west dropoff M4,30/09/2013 0:00,-17.0762,119.5962,2016,10
NWS82,Mermaid west dropoff M4,30/09/2013 0:00,-17.0762,119.5962,2017,13
NWS83,Clerke North C1B,1/10/2013 0:00,-17.24607,119.35201,2013,142
NWS83,Clerke North C1B,1/10/2013 0:00,-17.24607,119.35201,2016,12
NWS83,Clerke North C1B,1/10/2013 0:00,-17.24607,119.35201,2017,14
NWS84,Clerke North Point,1/10/2013 0:00,-17.24612,119.34713,2013,142
NWS84,Clerke North Point,1/10/2013 0:00,-17.24612,119.34713,2016,12
NWS84,Clerke North Point,1/10/2013 0:00,-17.24612,119.34713,2017,14
NWS85,Clerke Reef - Far too early,1/10/2013 0:00,-17.24607,119.35201,2013,142
NWS85,Clerke Reef - Far too early,1/10/2013 0:00,-17.24607,119.35201,2016,12
NWS85,Clerke Reef - Far too early,1/10/2013 0:00,-17.24607,119.35201,2017,14
WA83,Bardi Hole  Cape Leveque,11/06/2010 0:00,-16.43598,123.05123,2013,2
WA84,Rippy channel  Cape Leveque,11/06/2010 0:00,-16.43131,123.08899,2013,2
WA85,Bardi Hole2  Cape Leveque,11/06/2010 0:00,-16.43073,123.06852,2013,2
WA83,Bardi Hole  Cape Leveque,11/06/2010 0:00,-16.43598,123.05123,2013,2
WA84,Rippy channel  Cape Leveque,11/06/2010 0:00,-16.43131,123.08899,2013,2
WA85,Bardi Hole2  Cape Leveque,11/06/2010 0:00,-16.43073,123.06852,2013,2
WA86,Gundanin Headland,10/06/2010 0:00,-16.41926,123.0338,2013,4
WA87,One tree reef S,10/06/2010 0:00,-16.39654,123.03509,2013,4
WA87,One tree reef S,10/06/2010 0:00,-16.39654,123.03509,2017,2
WA86,Gundanin Headland,10/06/2010 0:00,-16.41926,123.0338,2013,4
WA87,One tree reef S,10/06/2010 0:00,-16.39654,123.03509,2013,4
WA87,One tree reef S,10/06/2010 0:00,-16.39654,123.03509,2017,2
NWS166,Brue Reef,18/12/2018 0:00,-15.92278,123.04187,2013,28
NWS166,Brue Reef,18/12/2018 0:00,-15.92278,123.04187,2017,6
NWS165,Brue Reef North East,18/12/2018 0:00,-15.92443,123.04739,2013,28
NWS165,Brue Reef North East,18/12/2018 0:00,-15.92443,123.04739,2017,6
NWS167,Frost Shoal,18/12/2018 0:00,-15.7837,123.35675,2013,16
NWS167,Frost Shoal,18/12/2018 0:00,-15.7837,123.35675,2017,4
NWS168,Churchill Reef South East,19/12/2018 0:00,-15.51735,123.23433,2013,18
NWS168,Churchill Reef South East,19/12/2018 0:00,-15.51735,123.23433,2017,3
NWS168,Churchill Reef South East,19/12/2018 0:00,-15.51735,123.23433,2018,1
NWS169,Chruchill Reef South West,19/12/2018 0:00,-15.51897,123.26715,2013,16
NWS169,Chruchill Reef South West,19/12/2018 0:00,-15.51897,123.26715,2017,3
NWS169,Chruchill Reef South West,19/12/2018 0:00,-15.51897,123.26715,2018,1
NWS170,Churchill Reef North West,19/12/2018 0:00,-15.45017,123.24475,2013,18
NWS170,Churchill Reef North West,19/12/2018 0:00,-15.45017,123.24475,2017,1
NWS170,Churchill Reef North West,19/12/2018 0:00,-15.45017,123.24475,2018,1
NWS171,Churchill Reef North,19/12/2018 0:00,-15.44617,123.25202,2013,18
NWS171,Churchill Reef North,19/12/2018 0:00,-15.44617,123.25202,2017,1
NWS171,Churchill Reef North,19/12/2018 0:00,-15.44617,123.25202,2018,1
NWS37,Stake Edge,10/09/2013 0:00,-14.0453,121.78072,2013,2
NWS37,Stake Edge,10/09/2013 0:00,-14.0453,121.78072,2013,2
NWS173,Shawrie's Folly,22/12/2018 0:00,-14.12994,121.96976,2013,2
NWS29,Moray Bommie,8/09/2013 0:00,-14.12668,121.94546,2013,2
NWS32,Goby Heaven,8/09/2013 0:00,-14.10934,121.96473,2013,4
NWS29,Moray Bommie,8/09/2013 0:00,-14.12668,121.94546,2013,1
NWS32,Goby Heaven,8/09/2013 0:00,-14.10934,121.96473,2013,2
NWS197,Groper Reef,8/01/2019 0:00,-14.05661,125.35585,2013,2
NWS198,Jameson Reef Anchorage,8/01/2019 0:00,-14.05545,125.3604,2013,2
NWS194,Browse Ledge,7/01/2019 0:00,-14.10193,123.5508,2013,4
NWS194,Browse Ledge,7/01/2019 0:00,-14.10193,123.5508,2017,10
NWS195,Browse Fats,7/01/2019 0:00,-14.10958,123.55655,2013,3
NWS195,Browse Fats,7/01/2019 0:00,-14.10958,123.55655,2017,10
NWS196,Browse Anchorage,7/01/2019 0:00,-14.1045,123.55491,2013,3
NWS196,Browse Anchorage,7/01/2019 0:00,-14.1045,123.55491,2017,10
NWS174,North Scott Lagoon,24/12/2018 0:00,-13.92629,121.90265,2017,2
NWS175,North Reef bommies,25/12/2018 0:00,-13.91925,121.91215,2017,2
NWS176,Shackle Reef,26/12/2018 0:00,-13.62454,122.00576,2013,10
NWS176,Shackle Reef,26/12/2018 0:00,-13.62454,122.00576,2017,8
NWS177,Seringapatam channel north,26/12/2018 0:00,-13.6323,122.02215,2013,10
NWS177,Seringapatam channel north,26/12/2018 0:00,-13.6323,122.02215,2017,9
NWS26,Seringapatam North,7/09/2013 0:00,-13.62389,121.99474,2013,10
NWS26,Seringapatam North,7/09/2013 0:00,-13.62389,121.99474,2017,7
NWS26,Seringapatam North,7/09/2013 0:00,-13.62389,121.99474,2013,10
NWS26,Seringapatam North,7/09/2013 0:00,-13.62389,121.99474,2017,7
NWS1,Vulcan Shoal,30/08/2013 0:00,-12.79823,124.26815,2017,18
NWS1,Vulcan Shoal,30/08/2013 0:00,-12.8034,124.2757,2017,18
NWS186,Cartier North,5/01/2019 0:00,-12.52576,123.57526,2017,18
NWS187,Cartier Reef Slope,5/01/2019 0:00,-12.53478,123.57985,2017,18
NWS188,Cartier Platform,5/01/2019 0:00,-12.52658,123.57827,2017,18
NWS189,Cartier Garden,5/01/2019 0:00,-12.52527,123.57215,2017,18
NWS192,Cartier Anchorage,6/01/2019 0:00,-12.52689,123.58274,2017,18
NWS2,Barracouta Shoal,31/08/2013 0:00,-12.5583,124.0382,2017,19
NWS203,Whatever Reef,15/10/2021 0:00,-12.54102,123.570732,2017,19
NWS186,Cartier North,5/01/2019 0:00,-12.52576,123.57526,2017,18
NWS187,Cartier Reef Slope,5/01/2019 0:00,-12.53478,123.57985,2017,18
NWS188,Cartier Platform,5/01/2019 0:00,-12.52658,123.57827,2017,18
NWS189,Cartier Garden,5/01/2019 0:00,-12.52527,123.57215,2017,18
NWS192,Cartier Anchorage,6/01/2019 0:00,-12.52689,123.58274,2017,18
NWS2,Barracouta Shoal,31/08/2013 0:00,-12.5583,124.0382,2017,19
NWS190,Nuclear Bommie,6/01/2019 0:00,-12.52495,123.56892,2017,18
NWS191,Unexploded Bommie,6/01/2019 0:00,-12.5245,123.56482,2017,18
NWS193,Cartier Island,6/01/2019 0:00,-12.52436,123.56101,2017,18
NWS190,Nuclear Bommie,6/01/2019 0:00,-12.52495,123.56892,2017,18
NWS191,Unexploded Bommie,6/01/2019 0:00,-12.5245,123.56482,2017,18
NWS193,Cartier Island,6/01/2019 0:00,-12.52436,123.56101,2017,18
NWS14,Surge Crest East,3/09/2013 0:00,-12.217,123.00392,2017,12
NWS15,Surge Crest West,3/09/2013 0:00,-12.2159,123.00575,2017,12
NWS16,Guardian Reef,3/09/2013 0:00,-12.23963,122.98389,2017,13
NWS17,Turtle Patch,3/09/2013 0:00,-12.24179,122.99063,2017,13
NWS178,Ashmore Central Lagoon Entrance,29/12/2018 0:00,-12.19673,123.04095,2017,12
NWS179,Not Much Reef,29/12/2018 0:00,-12.20716,123.04288,2017,12
NWS18,Busy Bommie,4/09/2013 0:00,-12.24122,122.98493,2017,13
NWS19,Grand Oculis Bommie,4/09/2013 0:00,-12.24054,122.98329,2017,13
NWS20,Flat's Edge,4/09/2013 0:00,-12.24414,123.00182,2017,13
NWS202,Ashmore North,13/10/2021 0:00,-12.2013,123.025497,2017,12
NWS21,Hemiplage Bommie,4/09/2013 0:00,-12.24405,122.99881,2017,13
NWS22,Dotty Reef,4/09/2013 0:00,-12.24109,122.9864,2017,13
NWS23,Kuhlii Bommie,4/09/2013 0:00,-12.23384,122.99001,2017,13
NWS24,Reel Lost Bommie,5/09/2013 0:00,-12.24264,122.98531,2017,13
NWS25,Eviota Bommie,5/09/2013 0:00,-12.23989,122.98643,2017,13
NWS14,Surge Crest East,3/09/2013 0:00,-12.217,123.00392,2017,12
NWS15,Surge Crest West,3/09/2013 0:00,-12.2159,123.00575,2017,12
NWS16,Guardian Reef,3/09/2013 0:00,-12.23963,122.98389,2017,13
NWS17,Turtle Patch,3/09/2013 0:00,-12.24179,122.99063,2017,13
NWS178,Ashmore Central Lagoon Entrance,29/12/2018 0:00,-12.19673,123.04095,2017,12
NWS179,Not Much Reef,29/12/2018 0:00,-12.20716,123.04288,2017,12
NWS18,Busy Bommie,4/09/2013 0:00,-12.24122,122.98493,2017,13
NWS19,Grand Oculis Bommie,4/09/2013 0:00,-12.24054,122.98329,2017,13
NWS20,Flat's Edge,4/09/2013 0:00,-12.24414,123.00182,2017,13
NWS21,Hemiplage Bommie,4/09/2013 0:00,-12.24405,122.99881,2017,13
NWS22,Dotty Reef,4/09/2013 0:00,-12.24109,122.9864,2017,13
NWS23,Kuhlii Bommie,4/09/2013 0:00,-12.23384,122.99001,2017,13
NWS24,Reel Lost Bommie,5/09/2013 0:00,-12.24264,122.98531,2017,13
NWS25,Eviota Bommie,5/09/2013 0:00,-12.23989,122.98643,2017,13
NWS10,Rogaa Bommie,2/09/2013 0:00,-11.97452,123.32136,2017,12
NWS11,Hibernia Lagoon SW,2/09/2013 0:00,-11.98059,123.33523,2017,12
NWS12,Hibernia Lagoon NW,2/09/2013 0:00,-11.97626,123.33757,2017,12
NWS13,Golden Sleeper Corner,2/09/2013 0:00,-11.9834,123.3271,2017,12
NWS180,Grubfish Reef,29/12/2018 0:00,-12.21192,123.05053,2017,12
NWS181,Ashmore East Lagoon,29/12/2018 0:00,-12.18941,123.07672,2017,12
NWS182,Ashmore Outer North,30/12/2018 0:00,-12.17455,123.05939,2017,11
NWS183,Ashmore Inner North,30/12/2018 0:00,-12.17552,123.06644,2017,11
NWS184,Ashmore East Lagoon Entrance,30/12/2018 0:00,-12.17905,123.07097,2017,12
NWS185,Northwest Ashmore,30/12/2018 0:00,-12.18477,123.11123,2017,11
NWS3,Cardinal Shoal,1/09/2013 0:00,-11.9719,123.3878,2017,12
NWS4,Titan Reef,1/09/2013 0:00,-11.969,123.3794,2017,12
NWS5,Hibernia Lagoon SE,1/09/2013 0:00,-11.97961,123.38074,2017,12
NWS6,Hibernia Lagoon SE2,1/09/2013 0:00,-11.97448,123.38116,2017,12
NWS7,Big Fish Gulch,1/09/2013 0:00,-11.9671,123.3586,2017,11
NWS8,Hibernia Lagoon South,1/09/2013 0:00,-11.97908,123.36079,2017,11
NWS9,Spur and Groove Reef,2/09/2013 0:00,-11.9685,123.3356,2017,11
NWS10,Rogaa Bommie,2/09/2013 0:00,-11.97452,123.32136,2017,12
NWS11,Hibernia Lagoon SW,2/09/2013 0:00,-11.98059,123.33523,2017,12
NWS12,Hibernia Lagoon NW,2/09/2013 0:00,-11.97626,123.33757,2017,12
NWS13,Golden Sleeper Corner,2/09/2013 0:00,-11.9834,123.3271,2017,12
NWS180,Grubfish Reef,29/12/2018 0:00,-12.21192,123.05053,2017,12
NWS181,Ashmore East Lagoon,29/12/2018 0:00,-12.18941,123.07672,2017,12
NWS182,Ashmore Outer North,30/12/2018 0:00,-12.17455,123.05939,2017,11
NWS183,Ashmore Inner North,30/12/2018 0:00,-12.17552,123.06644,2017,11
NWS184,Ashmore East Lagoon Entrance,30/12/2018 0:00,-12.17905,123.07097,2017,12
NWS3,Cardinal Shoal,1/09/2013 0:00,-11.9719,123.3878,2017,12
NWS4,Titan Reef,1/09/2013 0:00,-11.969,123.3794,2017,12
NWS5,Hibernia Lagoon SE,1/09/2013 0:00,-11.97961,123.38074,2017,12
NWS6,Hibernia Lagoon SE2,1/09/2013 0:00,-11.97448,123.38116,2017,12
NWS7,Big Fish Gulch,1/09/2013 0:00,-11.9671,123.3586,2017,11
NWS8,Hibernia Lagoon South,1/09/2013 0:00,-11.97908,123.36079,2017,11
NWS9,Spur and Groove Reef,2/09/2013 0:00,-11.9685,123.3356,2017,11
OS13,Mangola Shoal,8/10/2021 0:00,-11.65513,125.11145,2017,8
OS14,NW Jabiru Shoal,8/10/2021 0:00,-11.7161,125.020882,2017,10
OS15,Blue Coral Shoal,9/10/2021 0:00,-11.73382,123.986923,2017,14
OS16,Parry Shoal,1/10/2021 0:00,-11.22278,129.663116,2017,1
OS5,Moss Shoal Central,11/10/2015 0:00,-11.13576,129.91309,2017,4
OS6,Moss Shoal West,11/10/2015 0:00,-11.13407,129.91252,2017,4
OS5,Moss Shoal Central,11/10/2015 0:00,-11.13576,129.91309,2017,4
OS6,Moss Shoal West,11/10/2015 0:00,-11.13407,129.91252,2017,4
OS11,Kitan Shoal West,7/10/2021 0:00,-10.6972,126.332314,2017,1
OS12,Kitan Shoal East,7/10/2021 0:00,-10.69616,126.33519,2017,1
OS10,Cootamundra Shoal,5/10/2021 0:00,-10.84015,129.216273,2017,11
CI1,Flying Fish Cove Boat Ramp,11/09/2010 0:00,-10.42962,105.66814,2014,10
CI10,Isabel Beach,3/10/2010 0:00,-10.42366,105.66985,2014,10
CI11,FFC Wharf,5/10/2010 0:00,-10.42898,105.66985,2014,10
CI12,Ethel Beach W,8/10/2010 0:00,-10.46304,105.7077,2014,9
CI13,Middle Beach West,24/11/2009 0:00,-10.4607,105.628194,2014,10
CI14,Flying Fish Cove CI,26/11/2009 0:00,-10.42918,105.6689,2014,10
CI2,Phosphate Wharf,17/09/2010 0:00,-10.42658,105.67081,2014,10
CI3,Smith Point,19/09/2010 0:00,-10.42813,105.66575,2014,10
CI4,Cultural Centre,21/09/2010 0:00,-10.42116,105.67196,2014,10
CI5,The Tanks,23/09/2010 0:00,-10.4197,105.67226,2014,10
CI6,West White Beach,26/11/2009 0:00,-10.46143,105.58156,2014,9
CI7,Million Dollar Bommie,26/09/2010 0:00,-10.45623,105.63594,2014,10
CI8,Murrial Beach,28/09/2010 0:00,-10.46854,105.5578,2014,10
CI9,Ethel Beach,30/09/2010 0:00,-10.46368,105.70836,2014,9
