SurveyID,Region,SiteCode,MPA,Pre or post bleach,Year,Reef
912352098,NW,NWS186,NT,Post,2019,Cartier
912352099,NW,NWS187,NT,Post,2019,Cartier
912352100,NW,NWS190,NT,Post,2019,Cartier
912352101,NW,NWS191,NT,Post,2019,Cartier
912352102,NW,NWS196,0,Post,2019,Browse
912352103,NW,NWS197,RZ,Post,2019,Kimberley
912352104,NW,NWS197,RZ,Post,2019,Kimberley
912352105,NW,NWS35,0,Post,2018,Scott
912352106,NW,NWS27,0,Post,2018,Scott
912352107,NW,NWS173,0,Post,2018,Scott
912352108,NW,NWS32,0,Post,2018,Scott
912352109,NW,NWS38,0,Post,2018,Scott
912352110,NW,NWS40,0,Post,2018,Scott
912352111,NW,NWS175,0,Post,2018,Scott
912352112,NW,NWS26,0,Post,2018,Seringapatam
912352113,NW,NWS176,0,Post,2018,Seringapatam
912352114,NW,NWS15,NTZ,Post,2018,Ashmore
912352115,NW,NWS24,NTZ,Post,2018,Ashmore
912352116,NW,NWS18,RZ,Post,2018,Ashmore
912352117,NW,NWS179,NTZ,Post,2018,Ashmore
912352118,NW,NWS180,NTZ,Post,2018,Ashmore
912352119,NW,NWS182,NTZ,Post,2018,Ashmore
912352120,NW,NWS183,NTZ,Post,2018,Ashmore
912352121,NW,NWS17,RZ,Post,2018,Ashmore
912352122,NW,NWS22,RZ,Post,2018,Ashmore
912352123,NW,NWS19,RZ,Post,2018,Ashmore
912352124,NW,NWS13,0,Post,2019,Hibernia
912352125,NW,NWS10,0,Post,2019,Hibernia
912352126,NW,NWS8,0,Post,2019,Hibernia
912352127,NW,NWS7,0,Post,2019,Hibernia
912352128,NW,NWS5,0,Post,2019,Hibernia
912352129,NW,NWS6,0,Post,2019,Hibernia
912352130,NW,NWS186,NT,Post,2019,Cartier
912352131,NW,NWS187,NT,Post,2019,Cartier
912352132,NW,NWS190,NT,Post,2019,Cartier
912352133,NW,NWS191,NT,Post,2019,Cartier
912352134,NW,NWS196,0,Post,2019,Browse
912340598,Ningaloo,NMP-BF1,RZ,Pre,2012,Ningaloo
912340599,Ningaloo,NMP-BF1,RZ,Pre,2012,Ningaloo
912340600,Ningaloo,NMP-BF1,RZ,Pre,2012,Ningaloo
912340606,Ningaloo,NMP-BF2,RZ,Pre,2012,Ningaloo
912340607,Ningaloo,NMP-BF2,RZ,Pre,2012,Ningaloo
912340608,Ningaloo,NMP-BF2,RZ,Pre,2012,Ningaloo
912340609,Ningaloo,NMP-BF3,NTZ,Pre,2012,Ningaloo
912340610,Ningaloo,NMP-BF3,NTZ,Pre,2012,Ningaloo
912340611,Ningaloo,NMP-BF3,NTZ,Pre,2012,Ningaloo
912340601,Ningaloo,NMP-BF4,RZ,Pre,2012,Ningaloo
912340602,Ningaloo,NMP-BF4,RZ,Pre,2012,Ningaloo
912340603,Ningaloo,NMP-BF4,RZ,Pre,2012,Ningaloo
912340567,Ningaloo,NMP-C1,RZ,Pre,2012,Ningaloo
912340568,Ningaloo,NMP-C1,RZ,Pre,2012,Ningaloo
912340569,Ningaloo,NMP-C1,RZ,Pre,2012,Ningaloo
912340564,Ningaloo,NMP-C3,NTZ,Pre,2012,Ningaloo
912340565,Ningaloo,NMP-C3,NTZ,Pre,2012,Ningaloo
912340566,Ningaloo,NMP-C3,NTZ,Pre,2012,Ningaloo
912340574,Ningaloo,NMP-C4,RZ,Pre,2012,Ningaloo
912340575,Ningaloo,NMP-C4,RZ,Pre,2012,Ningaloo
912340576,Ningaloo,NMP-C4,RZ,Pre,2012,Ningaloo
912340589,Ningaloo,NMP-P2,NTZ,Pre,2012,Ningaloo
912340590,Ningaloo,NMP-P2,NTZ,Pre,2012,Ningaloo
912340591,Ningaloo,NMP-P2,NTZ,Pre,2012,Ningaloo
912340579,Ningaloo,NMP-S1,NTZ,Pre,2012,Ningaloo
912340580,Ningaloo,NMP-S1,NTZ,Pre,2012,Ningaloo
912340581,Ningaloo,NMP-S1,NTZ,Pre,2012,Ningaloo
912340582,Ningaloo,NMP-S2,RZ,Pre,2012,Ningaloo
912340583,Ningaloo,NMP-S2,RZ,Pre,2012,Ningaloo
912340584,Ningaloo,NMP-S2,RZ,Pre,2012,Ningaloo
912340570,Ningaloo,NMP-S3,NTZ,Pre,2012,Ningaloo
912340571,Ningaloo,NMP-S3,NTZ,Pre,2012,Ningaloo
912340559,Ningaloo,NMP1,NTZ,Pre,2012,Ningaloo
912340560,Ningaloo,NMP1,NTZ,Pre,2012,Ningaloo
912340585,Ningaloo,NMP11,RZ,Pre,2012,Ningaloo
912340586,Ningaloo,NMP11,RZ,Pre,2012,Ningaloo
912340577,Ningaloo,NMP19,NTZ,Pre,2012,Ningaloo
912340578,Ningaloo,NMP19,NTZ,Pre,2012,Ningaloo
912340562,Ningaloo,NMP2,NTZ,Pre,2012,Ningaloo
912340563,Ningaloo,NMP2,NTZ,Pre,2012,Ningaloo
912340604,Ningaloo,NMP20,RZ,Pre,2012,Ningaloo
912340605,Ningaloo,NMP20,RZ,Pre,2012,Ningaloo
912340587,Ningaloo,NMP24,RZ,Pre,2012,Ningaloo
912340588,Ningaloo,NMP24,RZ,Pre,2012,Ningaloo
912340592,Ningaloo,NMP25,RZ,Pre,2012,Ningaloo
912340593,Ningaloo,NMP25,RZ,Pre,2012,Ningaloo
912340594,Ningaloo,NMP26,RZ,Pre,2012,Ningaloo
912340595,Ningaloo,NMP26,RZ,Pre,2012,Ningaloo
912340596,Ningaloo,NMP27,RZ,Pre,2012,Ningaloo
912340597,Ningaloo,NMP27,RZ,Pre,2012,Ningaloo
912340572,Ningaloo,NMP6,NTZ,Pre,2012,Ningaloo
912340573,Ningaloo,NMP6,NTZ,Pre,2012,Ningaloo
912340561,Ningaloo,NMP9,NTZ,Pre,2012,Ningaloo
912344900,Ningaloo,NMP-BF1,RZ,Pre,2015,Ningaloo
912344949,Ningaloo,NMP-BF1,RZ,Pre,2015,Ningaloo
912344966,Ningaloo,NMP-BF1,RZ,Pre,2015,Ningaloo
912344898,Ningaloo,NMP-BF2,RZ,Pre,2015,Ningaloo
912344945,Ningaloo,NMP-BF2,RZ,Pre,2015,Ningaloo
912344963,Ningaloo,NMP-BF2,RZ,Pre,2015,Ningaloo
912344902,Ningaloo,NMP-BF3,NTZ,Pre,2015,Ningaloo
912344946,Ningaloo,NMP-BF3,NTZ,Pre,2015,Ningaloo
912344968,Ningaloo,NMP-BF3,NTZ,Pre,2015,Ningaloo
912344901,Ningaloo,NMP-BF4,RZ,Pre,2015,Ningaloo
912344947,Ningaloo,NMP-BF4,RZ,Pre,2015,Ningaloo
912344967,Ningaloo,NMP-BF4,RZ,Pre,2015,Ningaloo
912344903,Ningaloo,NMP-C1,RZ,Pre,2015,Ningaloo
912344950,Ningaloo,NMP-C1,RZ,Pre,2015,Ningaloo
912344969,Ningaloo,NMP-C1,RZ,Pre,2015,Ningaloo
912344904,Ningaloo,NMP-C3,NTZ,Pre,2015,Ningaloo
912344938,Ningaloo,NMP-C3,NTZ,Pre,2015,Ningaloo
912344959,Ningaloo,NMP-C3,NTZ,Pre,2015,Ningaloo
912344883,Ningaloo,NMP-C4,RZ,Pre,2015,Ningaloo
912344910,Ningaloo,NMP-C4,RZ,Pre,2015,Ningaloo
912344954,Ningaloo,NMP-C4,RZ,Pre,2015,Ningaloo
912344880,Ningaloo,NMP-P2,NTZ,Pre,2015,Ningaloo
912344937,Ningaloo,NMP-P2,NTZ,Pre,2015,Ningaloo
912344962,Ningaloo,NMP-P2,NTZ,Pre,2015,Ningaloo
912344887,Ningaloo,NMP-S1,NTZ,Pre,2015,Ningaloo
912344929,Ningaloo,NMP-S1,NTZ,Pre,2015,Ningaloo
912344957,Ningaloo,NMP-S1,NTZ,Pre,2015,Ningaloo
912344888,Ningaloo,NMP-S2,RZ,Pre,2015,Ningaloo
912344930,Ningaloo,NMP-S2,RZ,Pre,2015,Ningaloo
912344935,Ningaloo,NMP-S2,RZ,Pre,2015,Ningaloo
912344890,Ningaloo,NMP-S3,NTZ,Pre,2015,Ningaloo
912344914,Ningaloo,NMP-S3,NTZ,Pre,2015,Ningaloo
912344921,Ningaloo,NMP-S3,NTZ,Pre,2015,Ningaloo
912344879,Ningaloo,NMP-S4,NTZ,Pre,2015,Ningaloo
912344908,Ningaloo,NMP-S4,NTZ,Pre,2015,Ningaloo
912344961,Ningaloo,NMP-S4,NTZ,Pre,2015,Ningaloo
912344916,Ningaloo,NMP1,NTZ,Pre,2015,Ningaloo
912344922,Ningaloo,NMP1,NTZ,Pre,2015,Ningaloo
912344932,Ningaloo,NMP1,NTZ,Pre,2015,Ningaloo
912344971,Ningaloo,NMP1,NTZ,Pre,2015,Ningaloo
912344878,Ningaloo,NMP10,RZ,Pre,2015,Ningaloo
912344936,Ningaloo,NMP10,RZ,Pre,2015,Ningaloo
912344877,Ningaloo,NMP11,RZ,Pre,2015,Ningaloo
912344909,Ningaloo,NMP11,RZ,Pre,2015,Ningaloo
912344942,Ningaloo,NMP13,RZ,Pre,2015,Ningaloo
912344953,Ningaloo,NMP13,RZ,Pre,2015,Ningaloo
912344928,Ningaloo,NMP14,RZ,Pre,2015,Ningaloo
912344882,Ningaloo,NMP19,NTZ,Pre,2015,Ningaloo
912344912,Ningaloo,NMP19,NTZ,Pre,2015,Ningaloo
912344895,Ningaloo,NMP2,NTZ,Pre,2015,Ningaloo
912344896,Ningaloo,NMP2,NTZ,Pre,2015,Ningaloo
912344924,Ningaloo,NMP2,NTZ,Pre,2015,Ningaloo
912344881,Ningaloo,NMP20,RZ,Pre,2015,Ningaloo
912344911,Ningaloo,NMP20,RZ,Pre,2015,Ningaloo
912344926,Ningaloo,NMP20,RZ,Pre,2015,Ningaloo
912344934,Ningaloo,NMP21,NTZ,Pre,2015,Ningaloo
912344958,Ningaloo,NMP21,NTZ,Pre,2015,Ningaloo
912344941,Ningaloo,NMP24,RZ,Pre,2015,Ningaloo
912344952,Ningaloo,NMP24,RZ,Pre,2015,Ningaloo
912344885,Ningaloo,NMP25,RZ,Pre,2015,Ningaloo
912344918,Ningaloo,NMP25,RZ,Pre,2015,Ningaloo
912344884,Ningaloo,NMP26,RZ,Pre,2015,Ningaloo
912344927,Ningaloo,NMP26,RZ,Pre,2015,Ningaloo
912344955,Ningaloo,NMP26,RZ,Pre,2015,Ningaloo
912344886,Ningaloo,NMP27,RZ,Pre,2015,Ningaloo
912344919,Ningaloo,NMP27,RZ,Pre,2015,Ningaloo
912344956,Ningaloo,NMP27,RZ,Pre,2015,Ningaloo
912344889,Ningaloo,NMP28,RZ,Pre,2015,Ningaloo
912344913,Ningaloo,NMP28,RZ,Pre,2015,Ningaloo
912344920,Ningaloo,NMP28,RZ,Pre,2015,Ningaloo
912344905,Ningaloo,NMP29,NTZ,Pre,2015,Ningaloo
912344939,Ningaloo,NMP29,NTZ,Pre,2015,Ningaloo
912344960,Ningaloo,NMP29,NTZ,Pre,2015,Ningaloo
912344891,Ningaloo,NMP30,NTZ,Pre,2015,Ningaloo
912344915,Ningaloo,NMP30,NTZ,Pre,2015,Ningaloo
912344931,Ningaloo,NMP30,NTZ,Pre,2015,Ningaloo
912344970,Ningaloo,NMP30,NTZ,Pre,2015,Ningaloo
912344892,Ningaloo,NMP31,RZ,Pre,2015,Ningaloo
912344917,Ningaloo,NMP31,RZ,Pre,2015,Ningaloo
912344933,Ningaloo,NMP31,RZ,Pre,2015,Ningaloo
912344906,Ningaloo,NMP32,NTZ,Pre,2015,Ningaloo
912344907,Ningaloo,NMP32,NTZ,Pre,2015,Ningaloo
912344972,Ningaloo,NMP32,NTZ,Pre,2015,Ningaloo
912344940,Ningaloo,NMP6,NTZ,Pre,2015,Ningaloo
912344951,Ningaloo,NMP6,NTZ,Pre,2015,Ningaloo
912344897,Ningaloo,NMP8,RZ,Pre,2015,Ningaloo
912344925,Ningaloo,NMP8,RZ,Pre,2015,Ningaloo
912344893,Ningaloo,NMP9,NTZ,Pre,2015,Ningaloo
912344894,Ningaloo,NMP9,NTZ,Pre,2015,Ningaloo
912344923,Ningaloo,NMP9,NTZ,Pre,2015,Ningaloo
912349632,Ningaloo,NMP-BF1,RZ,Post,2017,Ningaloo
912349644,Ningaloo,NMP-BF1,RZ,Post,2017,Ningaloo
912349662,Ningaloo,NMP-BF1,RZ,Post,2017,Ningaloo
912349635,Ningaloo,NMP-BF2,RZ,Post,2017,Ningaloo
912349647,Ningaloo,NMP-BF2,RZ,Post,2017,Ningaloo
912349664,Ningaloo,NMP-BF2,RZ,Post,2017,Ningaloo
912349634,Ningaloo,NMP-BF3,NTZ,Post,2017,Ningaloo
912349646,Ningaloo,NMP-BF3,NTZ,Post,2017,Ningaloo
912349663,Ningaloo,NMP-BF3,NTZ,Post,2017,Ningaloo
912349633,Ningaloo,NMP-BF4,RZ,Post,2017,Ningaloo
912349645,Ningaloo,NMP-BF4,RZ,Post,2017,Ningaloo
912349656,Ningaloo,NMP-BF4,RZ,Post,2017,Ningaloo
912349637,Ningaloo,NMP-C1,RZ,Post,2017,Ningaloo
912349650,Ningaloo,NMP-C1,RZ,Post,2017,Ningaloo
912349666,Ningaloo,NMP-C1,RZ,Post,2017,Ningaloo
912349625,Ningaloo,NMP-C3,NTZ,Post,2017,Ningaloo
912349676,Ningaloo,NMP-C3,NTZ,Post,2017,Ningaloo
912349685,Ningaloo,NMP-C3,NTZ,Post,2017,Ningaloo
912349638,Ningaloo,NMP-C4,RZ,Post,2017,Ningaloo
912349651,Ningaloo,NMP-C4,RZ,Post,2017,Ningaloo
912349658,Ningaloo,NMP-C4,RZ,Post,2017,Ningaloo
912349618,Ningaloo,NMP-P2,NTZ,Post,2017,Ningaloo
912349670,Ningaloo,NMP-P2,NTZ,Post,2017,Ningaloo
912349680,Ningaloo,NMP-P2,NTZ,Post,2017,Ningaloo
912349620,Ningaloo,NMP-S1,NTZ,Post,2017,Ningaloo
912349671,Ningaloo,NMP-S1,NTZ,Post,2017,Ningaloo
912349683,Ningaloo,NMP-S1,NTZ,Post,2017,Ningaloo
912349621,Ningaloo,NMP-S2,RZ,Post,2017,Ningaloo
912349672,Ningaloo,NMP-S2,RZ,Post,2017,Ningaloo
912349682,Ningaloo,NMP-S2,RZ,Post,2017,Ningaloo
912349636,Ningaloo,NMP-S3,NTZ,Post,2017,Ningaloo
912349649,Ningaloo,NMP-S3,NTZ,Post,2017,Ningaloo
912349665,Ningaloo,NMP-S3,NTZ,Post,2017,Ningaloo
912349619,Ningaloo,NMP-S4,NTZ,Post,2017,Ningaloo
912349655,Ningaloo,NMP-S4,NTZ,Post,2017,Ningaloo
912349681,Ningaloo,NMP-S4,NTZ,Post,2017,Ningaloo
912349630,Ningaloo,NMP1,NTZ,Post,2017,Ningaloo
912349631,Ningaloo,NMP1,NTZ,Post,2017,Ningaloo
912349643,Ningaloo,NMP1,NTZ,Post,2017,Ningaloo
912349617,Ningaloo,NMP10,RZ,Post,2017,Ningaloo
912349653,Ningaloo,NMP10,RZ,Post,2017,Ningaloo
912349654,Ningaloo,NMP10,RZ,Post,2017,Ningaloo
912349616,Ningaloo,NMP11,RZ,Post,2017,Ningaloo
912349669,Ningaloo,NMP11,RZ,Post,2017,Ningaloo
912349624,Ningaloo,NMP13,RZ,Post,2017,Ningaloo
912349675,Ningaloo,NMP13,RZ,Post,2017,Ningaloo
912349667,Ningaloo,NMP14,RZ,Post,2017,Ningaloo
912349668,Ningaloo,NMP14,RZ,Post,2017,Ningaloo
912349629,Ningaloo,NMP19,NTZ,Post,2017,Ningaloo
912349642,Ningaloo,NMP19,NTZ,Post,2017,Ningaloo
912349661,Ningaloo,NMP19,NTZ,Post,2017,Ningaloo
912349628,Ningaloo,NMP2,NTZ,Post,2017,Ningaloo
912349641,Ningaloo,NMP2,NTZ,Post,2017,Ningaloo
912349660,Ningaloo,NMP2,NTZ,Post,2017,Ningaloo
912349622,Ningaloo,NMP20,RZ,Post,2017,Ningaloo
912349673,Ningaloo,NMP20,RZ,Post,2017,Ningaloo
912349639,Ningaloo,NMP24,RZ,Post,2017,Ningaloo
912349652,Ningaloo,NMP24,RZ,Post,2017,Ningaloo
912349678,Ningaloo,NMP27,RZ,Post,2017,Ningaloo
912349687,Ningaloo,NMP27,RZ,Post,2017,Ningaloo
912349623,Ningaloo,NMP28,RZ,Post,2017,Ningaloo
912349674,Ningaloo,NMP28,RZ,Post,2017,Ningaloo
912349684,Ningaloo,NMP28,RZ,Post,2017,Ningaloo
912349626,Ningaloo,NMP29,NTZ,Post,2017,Ningaloo
912349677,Ningaloo,NMP29,NTZ,Post,2017,Ningaloo
912349686,Ningaloo,NMP29,NTZ,Post,2017,Ningaloo
912349648,Ningaloo,NMP6,NTZ,Post,2017,Ningaloo
912349657,Ningaloo,NMP6,NTZ,Post,2017,Ningaloo
912349679,Ningaloo,NMP8,RZ,Post,2017,Ningaloo
912349688,Ningaloo,NMP8,RZ,Post,2017,Ningaloo
912349627,Ningaloo,NMP9,NTZ,Post,2017,Ningaloo
912349640,Ningaloo,NMP9,NTZ,Post,2017,Ningaloo
912349659,Ningaloo,NMP9,NTZ,Post,2017,Ningaloo
912352640,Ningaloo,NMP-BF1,RZ,Post,2019,Ningaloo
912352641,Ningaloo,NMP-BF1,RZ,Post,2019,Ningaloo
912352676,Ningaloo,NMP-BF1,RZ,Post,2019,Ningaloo
912352710,Ningaloo,NMP-BF1,RZ,Post,2019,Ningaloo
912352642,Ningaloo,NMP-BF2,RZ,Post,2019,Ningaloo
912352643,Ningaloo,NMP-BF2,RZ,Post,2019,Ningaloo
912352677,Ningaloo,NMP-BF2,RZ,Post,2019,Ningaloo
912352711,Ningaloo,NMP-BF2,RZ,Post,2019,Ningaloo
912352644,Ningaloo,NMP-BF3,NTZ,Post,2019,Ningaloo
912352645,Ningaloo,NMP-BF3,NTZ,Post,2019,Ningaloo
912352678,Ningaloo,NMP-BF3,NTZ,Post,2019,Ningaloo
912352712,Ningaloo,NMP-BF3,NTZ,Post,2019,Ningaloo
912352646,Ningaloo,NMP-BF4,RZ,Post,2019,Ningaloo
912352647,Ningaloo,NMP-BF4,RZ,Post,2019,Ningaloo
912352679,Ningaloo,NMP-BF4,RZ,Post,2019,Ningaloo
912352713,Ningaloo,NMP-BF4,RZ,Post,2019,Ningaloo
912352665,Ningaloo,NMP-C1,RZ,Post,2019,Ningaloo
912352667,Ningaloo,NMP-C1,RZ,Post,2019,Ningaloo
912352701,Ningaloo,NMP-C1,RZ,Post,2019,Ningaloo
912352668,Ningaloo,NMP-C3,NTZ,Post,2019,Ningaloo
912352687,Ningaloo,NMP-C3,NTZ,Post,2019,Ningaloo
912352702,Ningaloo,NMP-C3,NTZ,Post,2019,Ningaloo
912352648,Ningaloo,NMP-C4,RZ,Post,2019,Ningaloo
912352649,Ningaloo,NMP-C4,RZ,Post,2019,Ningaloo
912352680,Ningaloo,NMP-C4,RZ,Post,2019,Ningaloo
912352653,Ningaloo,NMP-P2,NTZ,Post,2019,Ningaloo
912352654,Ningaloo,NMP-P2,NTZ,Post,2019,Ningaloo
912352703,Ningaloo,NMP-P2,NTZ,Post,2019,Ningaloo
912352681,Ningaloo,NMP-S1,NTZ,Post,2019,Ningaloo
912352688,Ningaloo,NMP-S1,NTZ,Post,2019,Ningaloo
912352704,Ningaloo,NMP-S1,NTZ,Post,2019,Ningaloo
912352682,Ningaloo,NMP-S2,RZ,Post,2019,Ningaloo
912352689,Ningaloo,NMP-S2,RZ,Post,2019,Ningaloo
912352705,Ningaloo,NMP-S2,RZ,Post,2019,Ningaloo
912352669,Ningaloo,NMP-S3,NTZ,Post,2019,Ningaloo
912352690,Ningaloo,NMP-S3,NTZ,Post,2019,Ningaloo
912352706,Ningaloo,NMP-S3,NTZ,Post,2019,Ningaloo
912352655,Ningaloo,NMP-S4,NTZ,Post,2019,Ningaloo
912352666,Ningaloo,NMP-S4,NTZ,Post,2019,Ningaloo
912352707,Ningaloo,NMP-S4,NTZ,Post,2019,Ningaloo
912352633,Ningaloo,NMP1,NTZ,Post,2019,Ningaloo
912352670,Ningaloo,NMP1,NTZ,Post,2019,Ningaloo
912352650,Ningaloo,NMP10,RZ,Post,2019,Ningaloo
912352651,Ningaloo,NMP10,RZ,Post,2019,Ningaloo
912352692,Ningaloo,NMP10,RZ,Post,2019,Ningaloo
912352656,Ningaloo,NMP11,RZ,Post,2019,Ningaloo
912352683,Ningaloo,NMP11,RZ,Post,2019,Ningaloo
912352693,Ningaloo,NMP11,RZ,Post,2019,Ningaloo
912352657,Ningaloo,NMP13,RZ,Post,2019,Ningaloo
912352694,Ningaloo,NMP13,RZ,Post,2019,Ningaloo
912352634,Ningaloo,NMP19,NTZ,Post,2019,Ningaloo
912352671,Ningaloo,NMP19,NTZ,Post,2019,Ningaloo
912352635,Ningaloo,NMP2,NTZ,Post,2019,Ningaloo
912352672,Ningaloo,NMP2,NTZ,Post,2019,Ningaloo
912352691,Ningaloo,NMP2,NTZ,Post,2019,Ningaloo
912352708,Ningaloo,NMP2,NTZ,Post,2019,Ningaloo
912352658,Ningaloo,NMP20,RZ,Post,2019,Ningaloo
912352659,Ningaloo,NMP20,RZ,Post,2019,Ningaloo
912352695,Ningaloo,NMP20,RZ,Post,2019,Ningaloo
912352636,Ningaloo,NMP21,NTZ,Post,2019,Ningaloo
912352673,Ningaloo,NMP21,NTZ,Post,2019,Ningaloo
912352660,Ningaloo,NMP24,RZ,Post,2019,Ningaloo
912352661,Ningaloo,NMP24,RZ,Post,2019,Ningaloo
912352696,Ningaloo,NMP24,RZ,Post,2019,Ningaloo
912352662,Ningaloo,NMP28,RZ,Post,2019,Ningaloo
912352684,Ningaloo,NMP28,RZ,Post,2019,Ningaloo
912352697,Ningaloo,NMP28,RZ,Post,2019,Ningaloo
912352663,Ningaloo,NMP29,NTZ,Post,2019,Ningaloo
912352685,Ningaloo,NMP29,NTZ,Post,2019,Ningaloo
912352698,Ningaloo,NMP29,NTZ,Post,2019,Ningaloo
912352664,Ningaloo,NMP31,RZ,Post,2019,Ningaloo
912352686,Ningaloo,NMP31,RZ,Post,2019,Ningaloo
912352699,Ningaloo,NMP31,RZ,Post,2019,Ningaloo
912352637,Ningaloo,NMP6,NTZ,Post,2019,Ningaloo
912352674,Ningaloo,NMP6,NTZ,Post,2019,Ningaloo
912352652,Ningaloo,NMP8,RZ,Post,2019,Ningaloo
912352700,Ningaloo,NMP8,RZ,Post,2019,Ningaloo
912352638,Ningaloo,NMP9,NTZ,Post,2019,Ningaloo
912352639,Ningaloo,NMP9,NTZ,Post,2019,Ningaloo
912352675,Ningaloo,NMP9,NTZ,Post,2019,Ningaloo
912352709,Ningaloo,NMP9,NTZ,Post,2019,Ningaloo